imgSrc,text
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,The girl was looking front of him and shocked .
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,The picture shows a boy falling into a cave with various injuries and bleeding. Several people from above the cave came forward to help him.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,He  is looking to worried and also sad about something.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,They are two friend. They came to the  school.  One is very first and he cam to school as soon as  possible. Another came to school late.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,SHE DROPPEDTHE GLASS. SHE IS VERY SCARED IN THIS SITUATION.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,THE MAID IS LOOKING FOR HER MASTER WITH GLUMIEN EYES.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,The male was cry and other character asked him the reason.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,THE FLOOR FULL OF DAMAGED. THE BOY OPEN THE EYES. HE IS LIKE A DIE.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,A LITTLE BOY MISS HIS  UNIFORM. HE IS VERY SCARED. HE IS VERY DREPISSION 
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,He was looking very sad and crying more. Her eyes full of tears.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,THE GIRL ASKED HER MON ABOUT HER SCHOOL UNIFORMS IN THE MORNING
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,The girl ask her mother where her uniform is.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,he  will see the another boy watching angry
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,A BOY SEARCHING A SCHOOL UNIFORM. HE SAID WHERE'S MY SCHOOLUIFORM?
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,the boy was seeing  infront of him. so he get panic.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,she looking at her dress. she think this dress suit her or not.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,in this image are  two girls talk to our eyes
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,He is very sad and he is crying lot
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,A girl with short hair and a green blouse asks her mother where her school uniform is.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,SHE WAS DROPPED SOMETHING THEY ARE ALL CRIDE THE GIRL. SHE FELT VERY BAD .SHE WAS VERY UPSET BECAUSE OF THE THEIR BHEAVIOUR.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,a small girl is very bad behavior and she brooked a glass. So she was very worst behavior girl.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,in the frame there is a hand in the foreground at the top of the image  in the background there is a girl sitting on a chair  the girl is blonde  she has a blue bow on her head  she has a white shirt with blue details  a bow larger on the collar  and two smaller loops further down the collar sequentially
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,The girl  is helping mind in the man.   she is strong girl.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,In office the girl said to the boy what are you doing and its too late.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,group disscuss the all persons she dropped the glass how climsy.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,She looks up  wide-eyed with tears streaming down her face.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,A LITTLE BOY STANDING IN ALONE AT BEDROOM. HE IS LOOKING UNIFIRM.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,The Boy is VERY indarligant And Very Good Boy URGH
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,The small boy fold bedsheet for sleep. he is thinking something else.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,THE FORGET HER HANDKERCHIEF. SO SHE TOLD HER BEST FRIND TO BRING IT THAT. THEN HERT FRIEND SAYS YES.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,THE WOMEN KNEELS TO ANITHER BEN AND PRAYS
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,There is a group of people taking a glace at a girl is clumsy since she dropped a glass. In addition she is showing a crude trait.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,JUST SO YOU KNOW THERE ARE ALSO TRAPS AT THE BOTTOM
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,The cartoon picture contain a man look like fight
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,the child stand look saw the dress ..nice picture
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,ONE LITTLE GIRL SITTING ON THE CHAIR. SHE IS LOOK AT A HANDKERCHIEF. SHE IS LOOKING A SCARED.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,A LITTLE BOY IS STANING ALONE IN BEDROOM. HE IS LOOKING A DRESS.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,A boy who is like new dress very much. When he come into the room he will surprised to see a new dress on the bed. The boy feel very happy.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,SHE WAS STANDING INFONT FRONT OF WALL. SHE CRAPPING SOMETHING IN HER HAND. SHE WAS THINKING SOMETHING VERY SERIOUSLY. SHE LOST HER MIND.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,SHE WAS LOOKING FOR HER DRESS AND THINKING ABOUT WHAT TO DO
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,The image of cartoon look like a warrior of world
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg, At home  Son said that 'Mom...Where is my school uniform'  in order to reach the school on time.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,some boys were looking down it like small cave i think they are searching other friend is fall down
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,SHE WAS LATE INSCHOOL.HER UNIFORM NOT THE SAME PLACE SHE WAS HAVE BEFORE SO SHE ASKED HER MOM HERE IS MY UNIFORM THEN SHE TOLD HER WHERE IS IT.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,ONE GIRL LOOKING AT AND PLEASED THE GIRL. BUT SHE NOT LOOKING HER FACE.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,it will be heated arguments between these two people
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,The picture shows a boy something has happened and he is asked what happened to you and he just cries without answering.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,SHE WANTED HER HANDKERCHIEF SO SHE TOLD HER FRIEND TAKE ME TOGIVE THAT MY HANDKERCHIEF. THEN  HER FRIEND TAKE IT AND GIVE IT HER.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,One women is asked to  Dani what are you doinng  and Dani is replay to youre gonig to be lateshe is saying
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,woman looking sadly at someone else  looks like she's asking for something  but the other person is ignoring her.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,The boy asking to his mother about his uniform.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,THEY ARE SEARCHING THE SCHOOL LINE  IN THE PLACE
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,this comic image was going to  a school
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,THE COMIC PERSON IS WOMEN THE WOMEN AND OTHER PERSON  WAS CONVERSATION
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,THE IMAGE IS MEN NAME SUNJ JIN-WOO
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,one girl in alone  and she was searching for his school uniform.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,In the comic image  a girl is lying on the bed  looking at a dress with an excited expression on her face.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,There 2 characters in the image  male and female  they both look sad  female cartoon looks very beautiful. They sitting in  outdoors.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,The girl in the picture feel very uneasy.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,THEY WERE FIGHTING THE GIRL WAS VERY ANGRY
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,THIS IMAGE WAS VERY BEAUTIFUL GIRL DOLL  ITS CUTE
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,A young looking girl who looks concerned is asked to bring something to an adult.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,The comic image depicts two people The woman is wearing a colorful outfit and is walking away while the man is standing in the background looking sad.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,the image is women and anime art girl communication
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,This comic image was searching for treps at the bottom
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,this image was the boys was thinking her uniform
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,The comic image is fear he was crying
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,THE IMAGE IS MEN MOM AND SON COMMUNICATION
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,pepole near by the hole one animals jump
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,this comic image was crying  its very  fear
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,They were trap was very excitable. There is an very interesting to see that traps in the bottom.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg, In the comic image  a girl is looking at a boy  Dani  who is standing still and looking down. The girl is holding a bag in one hand and pointing at Dani with the other. They appear to be standing in a hallway with a window at the end.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,THE BOY WAS SEVERALY INJURED AND BLEDING .THEIR WAS A SHARP STEEL INJURED HIS STOMACH .HE WAS SWEETING AND PANICED
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,Someone asked to Jessie  that Does she bring Handkerchief for him. She replied that she does.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,A daughter asking her mom where's her school uniform.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,This comic image was going to school boy
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,A young male lays on his back on a dirt floor. His facial expression is tense and fearful. His teeth clenched as sweat drips down his face.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,It is some people are talking something whisper.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,it appears there are people sitting around a table and they are whispering and talking about one girl in particular. She looks  a little ashamed or embarrassed  its hard to see i wish i could enlarge it some!
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,She is saying some orders to her lady.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,person asking their mom if they know where their school uniform  is.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,A boy faintly groans as he confusedly asks about what is happening to him
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,The image shows two people  a man and a woman  standing in a kitchen. The man is holding a handkerchief and the woman is looking at him with a smile.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,There are two people in the picture. Girl forget to bring the hand kerchief.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,A man was stabbed by someone with knife.  So he is crying with pain.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,A guy fell into the group of spikes and wounded badly  he didn't know what happened.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,THE COMIC IMAGE IS FEAR HE WAS CRYING
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,THE BOY HEREIS TRAPPED IN THE PITHOLE WITH FULL OF SPIKES AND HIS FRIENDS ARE  LOOKING FROM UP THERE THAT HE IS IN THE TRAP.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,There are three people in the scene and there appears to be a floating animal looking down from a trap-like location. They seem to be talking about the trap and the person who has fallen from it.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,i've hurt my leg so please fetch some bandages as well
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,A boy is angry and crying. I think the boy is beaten by someone.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,In this picture  a girl is looking at the another girl with the expression of  very sad and frightened.  
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,this comic image name was dani. he was going to late
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,Two people standing  looking surprised  in a desert landscape.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,There is a girl sitting at a table blankly staring in front of her. She looks surprised or confused.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,i am searching  the  my school uniform now
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,a girl getting ready for school  but she lost his uniform so she call her mother 
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,A girl named Aria dropped a glass and cut her foot.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,Someone look like that he is fall in the Trap and he looks like fell down in the trap at the bottom and he is in the Pain
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,THE BOY IS CRYING.IT IS A CRITICAL SITUATION.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg, In a Palace  A maid dropped a glass and glass pieces wounded miss aria  and angry on maid
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,She is teering. so she asked a handkarcheif to jersie.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,Dani is asking about her school uniform to her mom.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,THIS COMIC IMAGE NAME WAS DANI HE WAS LATE
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,in a school she looks like a superior talking to a teenager.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,THIS comic image was  look he is boy
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,It's a person trying to decide if they want to wear this outfit on their bed or not.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,There are three men looking into a hole talking with another person. The is also a rabbit in a top hat floating in the air beside the men.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,dani is upset  so she friend what happen da ?he is nothing da she is comdey makeup in facial.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,It was something to be find in well like hole. two strangers were watching the dungeon and an animal flying over there.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,this animation is amazing  dungeon reset was a amazind animation this is a japanese animation and looking so scary
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg,SUDDENLY FEAR THE MAN  SO DEER OF MAN
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,Its shows a very surprise girl.  This girl set on a chair.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,THIS COMIC IMAGE WAS BRING A HANDKERCHIFE AND WAITING FOR HELP
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_2.jpg,THE COMIC ACTOR IS MEN THE MEN WAS FEAR THE FACE EXPRESSION
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_3.jpg, i am seeing boy in this image with sweating. he seems to be like so aggeresive. he is having sword  on his hands
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,Two mens are argue together and feels sigh.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,There is a girl with big bubbly eyes and she looks upset and nervous. the man has a dark hand and he is obviously powerful even though you can't see his face. they are both inside of a house and the girl is sitting in a chair.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,In this image there is a boy whom asking his school uniform to his mom
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_2.jpg,In home a School girl getting ready for the school
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,The maid said something to her mistress.  And she look sad and  thinking that 'Mistress will probably start bawling her eyes out soon'.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,YOU KNOW THERE ARE ALSO TRAPS AT THE BOTTOM
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,This comic image name was dani he was iate
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_4.jpg,two animation drawing one girl  and one man hand see the image
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,SHE IS WASHING IN MY UNIFORM SO IDID NOT GOING TO MY SCHOOL
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_4.jpg,this comic image was girl  she was going to school
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_2.jpg,Some girls argue about some things and feel like happy.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Hourglass_3.jpg,this comic image was start being her eyes out soon
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/MyLife_3.jpg,she was angry to dani and asking  what are you doing.
https://raw.githubusercontent.com/YunjungLeeHappy/AnnotationC/main/annotorious_github/assets/Tappytoon/Mturk/Dungeon_4.jpg,TWO PEOPLE AND ONE RABBIT ARE LOOK UNDER A TRAP. ONE  ANOTHER PERSON LOOK AROUND THE PLACE.
